,labels,text,prediction
1128,1,"Data Based Identification and Prediction of Nonlinear and Complex Dynamical Systems The problem of reconstructing nonlinear and complex dynamical systems from measured data or time series is central to many scientific disciplines including physical, biological, computer, and social sciences, as well as engineering and economics. In this paper, we review the recent advances in this forefront and rapidly evolving field, aiming to cover topics such as compressive sensing (a novel optimization paradigm for sparse-signal reconstruction), noised-induced dynamical mapping, perturbations, reverse engineering, synchronization, inner composition alignment, global silencing, Granger Causality and alternative optimization algorithms. Often, these rely on various concepts from statistical and nonlinear physics such as phase transitions, bifurcation, stabilities, and robustness. The methodologies have the potential to significantly improve our ability to understand a variety of complex dynamical systems ranging from gene regulatory systems to social networks towards the ultimate goal of controlling such systems. Despite recent progress, many challenges remain. A purpose of this Review is then to point out the specific difficulties as they arise from different contexts, so as to stimulate further efforts in this interdisciplinary field.",0
1321,1,"Collective phenomena in cold indirect excitons Due to their long lifetimes, indirect excitons can cool to below the temperature of quantum degeneracy. This gives an opportunity to experimentally study cold composite bosons. Both theoretically predicted phenomena and phenomena that have not been anticipated were observed in a cold gas of indirect excitons. In this contribution, we overview our studies of cold indirect excitons over the past decade, presenting spontaneous coherence and condensation of excitons, spatially modulated exciton state, long-range spin currents and spin textures, and exciton localization–delocalization transitions.",0
1359,1,"Reliable uncertainties in indirect measurements In this article we present very intuitive, easy to follow, yet mathematically rigorous, approach to the so called data fitting process. Rather than minimizing the distance between measured and simulated data points, we prefer to find such an area in searched parameters' space that generates simulated curve crossing as many acquired experimental points as possible, but at least half of them. Such a task is pretty easy to attack with interval calculations. The problem is, however, that interval calculations operate on guaranteed intervals, that is on pairs of numbers determining minimal and maximal values of measured quantity while in vast majority of cases our measured quantities are expressed rather as a pair of two other numbers: the average value and its standard deviation. Here we propose the combination of interval calculus with basic notions from probability and statistics. This approach makes possible to obtain the results in familiar form as reliable values of searched parameters, their standard deviations, and their correlations as well. There are no assumptions concerning the probability density distributions of experimental values besides the obvious one that their variances are finite. Neither the symmetry of uncertainties of experimental distributions is required (assumed) nor those uncertainties have to be `small.' As a side effect, outliers are quietly and safely ignored, even if numerous.",0
1374,1,"Angular momentum and local gravitational instability in galaxy discs: does $Q$ correlate with $j$ or $M\,$? We introduce a new diagnostic for exploring the link between angular momentum and local gravitational instability in galaxy discs. Our diagnostic incorporates the latest developments in disc instability research, is fully consistent with approximations that are widely used for measuring the stellar specific angular momentum, $j_{\star}=J_{\star}/M_{\star}$, and is also very simple. We show that such a disc instability diagnostic hardly correlates with $j_{\star}$ or $M_{\star}$, and is remarkably constant across spiral galaxies of any given type (Sa$\!-\!$Sd), stellar mass ($M_{\star}=10^{9.5}\!-\!10^{11.5}\,\mathrm{M}_{\odot}$) and velocity dispersion anisotropy ($\sigma_{z\star}/\sigma_{R\star}=0\!-\!1$). The fact that $M_{\star}$ is tightly correlated with star formation rate ($\mathrm{SFR}$), molecular gas mass ($M_{\mathrm{mol}}$), metallicity ($12+\log\mathrm{O/H}$) and other fundamental galaxy properties thus implies that nearby star-forming spirals self-regulate to a quasi-universal disc stability level. This proves the existence of the self-regulation process postulated by several star formation models, but also raises important caveats.",0
1523,1,Khovanov spectra for tangles We define stable homotopy refinements of Khovanov's arc algebras and tangle invariants.,0
1566,1,"The new approach for dynamical regimes detection in geomagnetic time series We suggest the new approach that could be used in the task of geomagnetic indexes forecasting. This approach based on the topological structure of the time series. The hourly data of different geomagnetic indexes were analyzed. We split the whole series to the calm parts, and geomagnetic storm preceding parts and find that the main measure of the topological structure of the series which called topological persistence differ significantly between these two groups.",0
1621,1,"An easy and efficient approach for testing identifiability of parameters The feasibility of uniquely estimating parameters of dynamical systems from observations is a widely discussed aspect of mathematical modelling. Several approaches have been published for analyzing identifiability. However, they are typically computationally demanding, difficult to perform and/or not applicable in many application settings. Here, an intuitive approach is presented which enables quickly testing of parameter identifiability. Numerical optimization with a penalty in radial direction enforcing displacement of the parameters is used to check whether estimated parameters are unique, or whether the parameters can be altered without loss of agreement with the data indicating non-identifiability. This Identifiability-Test by Radial Penalization (ITRP) can be employed for every model where optimization-based fitting like least-squares or maximum likelihood is feasible and is therefore applicable for all typical deterministic models. The approach is illustrated and tested using 11 ordinary differential equation (ODE) models. The presented approach can be implemented without great efforts in any modelling framework. It is available within the free Matlab-based modelling toolbox Data2Dynamics. Source code is available at https://github.com/Data2Dynamics.",0
1750,1,"Delta-doped Beta- Gallium Oxide Field Effect Transistor We report silicon delta doping in Gallium Oxide (\b{eta}-Ga2O3) grown by plasma assisted molecular beam epitaxy using a shutter pulsing technique. We describe growth procedures that can be used to realize high Si incorporation in an oxidizing oxygen plasma environment. Delta doping was used to realize thin (12 nm) low-resistance layers with sheet resistance of 320 Ohm/square (mobility of 83 cm^2/Vs, integrated sheet charge of 2.4x10^14 cm^-2). A single delta-doped sheet of carriers was employed as a channel to realize a field effect transistor with current ID,MAX =292 mA/mm and transconductance gM = 27 mS/mm.",0
1940,1,"Comment on ""No-core configuration-interaction model for the isospin- and angular-momentum-projected states"" by Satu{\l}a, Baczyk, Dobaczewski, and Konieczka The authors state that results recently published by Carlsson and Toivanen ""seem to contradict"" the conclusions of some of our work. We show that this statement is based on a misinterpretation of the results of Carlsson and Toivanen.",0
1979,1,"Density and spacings for the energy levels of quadratic Fermi operators The work presents a proof of convergence of the density of energy levels to a Gaussian distribution for a wide class of quadratic forms of Fermi operators. This general result applies also to quadratic operators with disorder, e.g., containing random coefficients. The spacing distribution of the unfolded spectrum is investigated numerically. For generic systems, the level spacings behave as the spacings in a Poisson process. Level clustering persists in the presence of disorder.",0
1990,1,"New models for the evolution of central stars of planetary nebulae: Faster and Brighter The post-asymptotic giant branch (AGB) phase is arguably one of the least understood phases of the evolution of low- and intermediate- mass stars. The recent post-AGB evolutionary sequences computed by Miller Bertolami (2016) are at least three to ten times faster than those previously published by Vassiliadis & Wood (1994) and Blöcker (1995) which have been used in a large number of studies. This is true for the whole mass and metallicity range. The new models are also ~0.1–0.3 dex brighter than the previous models with similar remnant masses. In this short article we comment on the main reasons behind these differences, and discuss possible implications for other studies of post-AGB stars or planetary nebulae.",0
2128,1,"Kinks and antikinks of buckled graphene: A testing ground for the $\phi^4$ field model Kinks and antikinks of the classical φ4 field model are topological solutions connecting its two distinct ground states. Here we establish an analogy between the excitations of a long graphene nanoribbon buckled in the transverse direction and φ4 model results. Using molecular dynamics simulations, we investigated the dynamics of a buckled graphene nanoribbon with a single kink and with a kink-antikink pair. Several features of the φ4 model have been observed including the kink-antikink capture at low energies, kink-antikink reflection at high energies, and a bounce resonance. Our results pave the way towards the experimental observation of a rich variety of φ4 model predictions based on graphene.",0
2182,1,"Localization and stationary phase approximation on supermanifolds Given an odd vector field Q on a supermanifold M and a Q-invariant density μ on M, under certain compactness conditions on Q, the value of the integral ∫Mμ is determined by the value of μ on any neighborhood of the vanishing locus N of Q. We present a formula for the integral in the case where N is a subsupermanifold which is appropriately non-degenerate with respect to Q. In the process, we discuss the linear algebra necessary to express our result in a coordinate independent way. We also extend the stationary phase approximation and the Morse-Bott lemma to supermanifolds.",0
2195,1,"Inflated nodes in superconductors with broken time-reversal symmetry Superconductors are characterized by the gap in their low-energy excitation spectrum.In unconventional superconductors, the gap often has nodes, that is, regions on the Fermi surface where it goes to zero. It is commonly believed that in the absence of disorder an external magnetic field, there are three possibilities: The gap is nodeless, it has point nodes, or it has line nodes. Here we show that for an even-parity nodal superconducting state which breaks time-reversal symmetry, the low-energy excitation spectrum generally does not belong to any of these categories; instead it has extended Fermi surfaces. These new Fermi surfaces can be visualized as the 2D surfaces generated by ""inflating"" point or line nodes into spheroids or tori, respectively. These inflated nodes are topologically protected by a $\mathbb{Z}_2$ invariant, which we give in terms of a Pfaffian. We also show that, remarkably, superconducting states possessing these Fermi surfaces are typically ground state solutions. A crucial ingredient in our theory is that more than one band is involved in the pairing; since all candidate materials for even-parity superconductivity with broken time-reversal symmetry are multiband systems, we expect these $\mathbb{Z}_2$-protected Fermi surfaces to be ubiquitous.",0
2256,1,"Displacement Data Assimilation We show that modifying a Bayesian data assimilation scheme by incorporating kinematically-consistent displacement corrections produces a scheme that is demonstrably better at estimating partially observed state vectors in a setting where feature information is important. While the displacement transformation is generic, here we implement it within an ensemble Kalman Filter framework and demonstrate its effectiveness in tracking stochastically perturbed vortices.",0
2334,1,"S-matrix interpretation in categorical quantum mechanics We study the $S$-matrix interpretation of quantum theory in light of Categotical Quantum Mechanics. The $S$-matrix interpretation of quantum theory is shown to be a functorial semantics relating the algebras of quantum theory to the effective $S$-matrix formalism. Consequently, issues such as state reduction and entanglement generation can be depicted in a simple manner. Moreover, this categorical $S$-matrix interpretation does not have the alleged thermodynamic cost.",0
2339,1,"Are all classical superintegrable systems in two-dimensional space linearizable? Several examples of classical superintegrable systems in a two-dimensional space are shown to possess hidden symmetries leading to their linearization. They include those determined fifty years ago in the work of Friš et al. [Phys. Lett. 13, 354–356 (1965)], their generalizations, and the more recent Tremblay-Turbiner-Winternitz system [F. Tremblay et al., J. Phys. A: Math. Theor. 42, 242001 (2009)]. We conjecture that all classical superintegrable systems in the two-dimensional space have hidden symmetries that make them linearizable.",0
2384,1,"Novae: I. The maximum magnitude relation with decline time (MMRD) and distance The origin and calibration of the maximum absolute magnitude relation with decline time (MMRD) for novae, first derived by Zwicky (1936) empirically validated by McLaughlin (1940) and widely used to estimate distances to classical novae and the near-constancy of the absolute magnitude of novae, 15 days after optical maximum, suggested by Buscombe and de Vaucouleurs (1955) are revisited in this paper and found to be valid. The main results presented in the paper are: (1) A physical derivation of the MMRD based on instantaneous injection of energy to the nova system. (2) A significantly better-constrained MMRD: M_{V,0} = 2.16(+-0.16)log_{10}t_2 - 10.804(+-0.117) using a two step calibration procedure. (3) It is shown that the MMRD is one of the best distance estimators to novae available to us and that accuracy of the distances is predominantly limited by an underestimated peak apparent brightness. (4) It is shown that the same MMRD calibration is applicable to novae of all speed class and to both Galactic and extragalactic novae. (5) It is shown that the absolute magnitudes of novae with 2.4 < t_2 < 86$days have a smaller scatter on day 12 (M_{V,12} = -6.616 +-0.043) compared to day 15 following optical maximum. We reiterate the need for homogenised high fidelity spectrophotometric data in optical bands on classical and recurrent novae in outburst to effectively utilise the potential of the MMRD and M_{V,12} in determining their luminosities and distances.",0
2423,1,"One-electron singular spectral features of the 1D Hubbard model at finite magnetic field The momentum, electronic density, spin density, and interaction dependences of the exponents that control the (k,ω) -plane singular features of the σ=↑,↓ one-electron spectral functions of the 1D Hubbard model at finite magnetic field are studied. The usual half-filling concepts of one-electron lower Hubbard band and upper Hubbard band are defined in terms of the rotated electrons associated with the model Bethe-ansatz solution for all electronic density and spin density values and the whole finite repulsion range. Such rotated electrons are the link of the non-perturbative relation between the electrons and the pseudofermions. Our results further clarify the microscopic processes through which the pseudofermion dynamical theory accounts for the one-electron matrix elements between the ground state and excited energy eigenstates.",0
2427,1,"Is There a Quantum Origin in the Biological Memory? Under the premise that all behaviors in nature have a quantum explanation, we would like to wonder if the biological memory also possesses a quantum explanation. In this work we investigate the possibility to obtain some quantum signatures that we can recognize in processes involved in the codification of data in neurons. For this purpose, we propose to use the optical criteria in order to distinguish classical and quantum time series of photon signals. Taken into account that a neuroscientist locates the memory in the synapse configuration, we conjecture that neuronal network could be more efficient if the neuronal network functioning was considered a quantum system.",0
2435,1,"Mapping the Interstellar Magnetic Field Around the Heliosphere with Polarized Starlight Starlight that becomes linearly polarized by magnetically aligned dust grains provides a viable diagnostic of the interstellar magnetic field (ISMF). A survey is underway to map the local ISMF using data collected at eight observatories in both hemispheres. Two approaches are used to obtain the magnetic structure: statistically evaluating magnetic field directions traced by multiple polarization position angles, and least-squares fits that provide the dipole component of the magnetic field. We find that the magnetic field in the circumheliospheric interstellar medium (CHM), which drives winds of interstellar gas and dust through the heliosphere, drapes over the heliopause and influences polarization measurements. We discover a polarization band that can be described with a great circle that traverses the heliosphere nose and ecliptic poles. A gap in the band appears in a region coinciding both with the highest heliosheath pressure, found by IBEX, and the center of the Loop I superbubble. The least-squares analysis finds a magnetic dipole component of the polarization band with the axis oriented toward the ecliptic poles. The filament of dust around the heliosphere and the warm helium breeze flowing through the heliosphere trace the same magnetic field directions. Regions along the polarization band near the heliosphere nose have magnetic field orientations within 15 degrees of sightlines. Regions in the IBEX ribbon have field directions within 40 degrees of the plane of the sky. Several spatially coherent magnetic filaments are within 15 pc. Most of the low frequency radio emissions detected by the two Voyager spacecraft follow the polarization band. The geometry of the polarization band is compared to the Local Interstellar Cloud, the Cetus Ripple, the BICEP2 low opacity region, Ice Cube IC59 galactic cosmic ray data, and Cassini results.",0
2489,1,"On the equivalence between the Scheduled Relaxation Jacobi method and Richardson's non-stationary method The Scheduled Relaxation Jacobi (SRJ) method is an extension of the classical Jacobi iterative method to solve linear systems of equations ( Au=b ) associated with elliptic problems. It inherits its robustness and accelerates its convergence rate computing a set of P relaxation factors that result from a minimization problem. In a typical SRJ scheme, the former set of factors is employed in cycles of M consecutive iterations until a prescribed tolerance is reached. We present the analytic form for the optimal set of relaxation factors for the case in which all of them are strictly different, and find that the resulting algorithm is equivalent to a non-stationary generalized Richardson's method where the matrix of the system of equations is preconditioned multiplying it by D=diag(A) . Our method to estimate the weights has the advantage that the explicit computation of the maximum and minimum eigenvalues of the matrix A (or the corresponding iteration matrix of the underlying weighted Jacobi scheme) is replaced by the (much easier) calculation of the maximum and minimum frequencies derived from a von Neumann analysis of the continuous elliptic operator. This set of weights is also the optimal one for the general problem, resulting in the fastest convergence of all possible SRJ schemes for a given grid structure. The amplification factor of the method can be found analytically and allows for the exact estimation of the number of iterations needed to achieve a desired tolerance. We also show that with the set of weights computed for the optimal SRJ scheme for a fixed cycle size it is possible to estimate numerically the optimal value of the parameter ω in the Successive Overrelaxation (SOR) method in some cases. Finally, we demonstrate with practical examples that our method also works very well for Poisson-like problems in which a high-order discretization of the Laplacian operator is employed (e.g., a 9- or 17-points discretization). This is of interest since the former discretizations do not yield consistently ordered A matrices and, hence, the theory of Young cannot be used to predict the optimal value of the SOR parameter. Furthermore, the optimal SRJ schemes deduced here are advantageous over existing SOR implementations for high-order discretizations of the Laplacian operator in as much as they do not need to resort to multi-coloring schemes for their parallel implementation.",0
2499,1,"When intuition fails in assessing conditional risks: the example of the frog riddle Recently, the educational initiative TED-Ed has published a popular brain teaser coined the 'frog riddle', which illustrates non-intuitive implications of conditional probabilities. In its intended form, the frog riddle is a reformulation of the classic boy-girl paradox. However, the authors alter the narrative of the riddle in a form, that subtly changes the way information is conveyed. The presented solution, unfortunately, does not take this point into full account, and as a consequence, lacks consistency in the sense that different parts of the problem are treated on unequal footing. We here review, how the mechanism of receiving information matters, and why this is exactly the reason that such kind of problems challenge intuitive thinking. Subsequently, we present a generalized solution, that accounts for the above difficulties, and preserves full logical consistency. Eventually, the relation to the boy-girl paradox is discussed.",0
2564,1,"Vortex Thermometry for Turbulent Two-Dimensional Fluids We introduce a new method of statistical analysis to characterize the dynamics of turbulent fluids in two dimensions. We establish that, in equilibrium, the vortex distributions can be uniquely connected to the temperature of the vortex gas, and we apply this vortex thermometry to characterize simulations of decaying superfluid turbulence. We confirm the hypothesis of vortex evaporative heating leading to Onsager vortices proposed in Phys. Rev. Lett. 113, 165302 (2014)PRLTAO0031-900710.1103/PhysRevLett.113.165302, and we find previously unidentified vortex power-law distributions that emerge from the dynamics.",0
2657,1,"Impact and mitigation strategy for future solar flares It is widely established that extreme space weather events associated with solar flares are capable of causing widespread technological damage. We develop a simple mathematical model to assess the economic losses arising from these phenomena over time. We demonstrate that the economic damage is characterized by an initial period of power-law growth, followed by exponential amplification and eventual saturation. We outline a mitigation strategy to protect our planet by setting up a magnetic shield to deflect charged particles at the Lagrange point L$_1$, and demonstrate that this approach appears to be realizable in terms of its basic physical parameters. We conclude our analysis by arguing that shielding strategies adopted by advanced civilizations will lead to technosignatures that are detectable by upcoming missions.",0
2748,1,"Achieving the Heisenberg limit in quantum metrology using quantum error correction Quantum metrology has many important applications in science and technology, ranging from frequency spectroscopy to gravitational wave detection. Quantum mechanics imposes a fundamental limit on measurement precision, called the Heisenberg limit, which can be achieved for noiseless quantum systems, but is not achievable in general for systems subject to noise. Here we study how measurement precision can be enhanced through quantum error correction, a general method for protecting a quantum system from the damaging effects of noise. We find a necessary and sufficient condition for achieving the Heisenberg limit using quantum probes subject to Markovian noise, assuming that noiseless ancilla systems are available, and that fast, accurate quantum processing can be performed. When the sufficient condition is satisfied, a quantum error-correcting code can be constructed that suppresses the noise without obscuring the signal, the optimal code, achieving the best possible precision, can be found by solving a semidefinite program.",0
2786,1,"Lightning detection in planetary atmospheres Lightning in planetary atmospheres is now a well-established concept. Here we discuss the available detection techniques for, and observations of, planetary lightning by spacecraft, planetary landers and, increasingly, sophisticated terrestrial radio telescopes. Future space missions carrying lightning-related instrumentation are also summarised, specifically the European ExoMars mission and Japanese Akatsuki mission to Venus, which could both yield lightning observations in 2016.",0
2844,1,"Existence of Positive Solutions of Fisher-KPP Equations in Locally Spatially Variational Habitat with Hybrid Dispersal The current paper investigate the persistence of positive solutions of KPP type evolution equations with random/nonlocal dispersal in locally spatially inhomogeneous habitat. By the constructions of super/sub solutions and comparison principle, we prove that such an equation has a unique globally stable positive stationary solution.",0
2879,1,"A simple predictor based on delay-induced negative group delay A very simple linear signal predictor that uses past predicted values rather than past signal values for prediction is presented. Man-made or natural systems utilizing this predictor would not require a memory of input signal values but only of already predicted, internalized states. This delay-induced negative group delay (DINGD) predictor affords real-time prediction of signals without the need for a specific signal model. Its properties are derived analytically and are numerically tested on various types of broadband input data.",0
2988,1,"Efficient Analog Circuits for Boolean Satisfiability Efficient solutions to NP-complete problems would significantly benefit both science and industry. However, such problems are intractable on digital computers based on the von Neumann architecture, thus creating the need for alternative solutions to tackle such problems. Recently, a deterministic, continuous-time dynamical system (CTDS) was proposed (Nat.Phys. {\bf 7}(12), 966 (2011)) to solve a representative NP-complete problem, Boolean Satisfiability (SAT). This solver shows polynomial analog time-complexity on even the hardest benchmark $k$-SAT ($k \geq 3$) formulas, but at an energy cost through exponentially driven auxiliary variables. This paper presents a novel analog hardware SAT solver, AC-SAT, implementing the CTDS via incorporating novel, analog circuit design ideas. AC-SAT is intended to be used as a co-processor and is programmable for handling different problem specifications. It is especially effective for solving hard $k$-SAT problem instances that are challenging for algorithms running on digital machines. Furthermore, with its modular design, AC-SAT can readily be extended to solve larger size problems, while the size of the circuit grows linearly with the product of the number of variables and number of clauses. The circuit is designed and simulated based on a 32nm CMOS technology. SPICE simulation results show speedup factors of $\sim$10$^4$ on even the hardest 3-SAT problems, when compared with a state-of-the-art SAT solver on digital computers. As an example, for hard problems with $N=50$ variables and $M=212$ clauses, solutions are found within from a few $ns$ to a few hundred $ns$.",0
3118,1,Generator of an abstract quantum walk We give an explicit formula of the generator of an abstract Szegedy evolution operator in terms of the discriminant operator of the evolution. We also characterize the asymptotic behavior of a quantum walker through the spectral property of the discriminant operator by using the discrete analog of the RAGE theorem.,0
3192,1,"Controlling local quantum fluctuations of light using four-wave mixing in an atomic vapour The spatial character of the noise on a light field affects its usefulness for imaging. Multi-spatial-mode (MSM) squeezed light has noise below the quantum noise limit in multiple spatial modes, and can be used for super resolution imaging. The generation of such light has long been an experimental goal within the field of quantum optics. This work introduces the theory behind the generation of squeezed light, and its measurement using a homodyne detector. A four-wave mixing process in a rubidium 85 vapour is used to experimentally generate squeezed light. The properties of this squeezed light are investigated, through the use of homodyne detection with a bichromatic LO. This thesis further investigates how the squeezed quadrature changes from amplitude to phase over a range of 40 MHz. The MSM nature of a squeezed light field is directly investigated. The field is shown to contain at least 75 squeezed spatial modes in the frequency domain, each squeezed at a level of up to -2.5 dB. This thesis develops techniques to measure the spatial character of noise on a light field in the time domain. These are promising techniques for the analysis of the MSM nature of a squeezed light in the time domain.",0
