,labels,text,prediction
5957,0,"Why are we not able to see beyond three dimensions? This is perhaps a philosophical question rather than a mathematical one, we do not expect to give a full answer, even though we hope to clarify some ideas. In addition, we would like to provide a new perspective on the subject. We will find curious analogies with the way we perceive color and make some imaginary experiments showing that, even living imprisoned in three dimensions it could be different.",2
5998,0,"Introduction to Nonabelian Hodge Theory: flat connections, Higgs bundles and complex variations of Hodge structure Lecture notes from the Concentrated Graduate Course preceding the Workshop on Hodge Theory in String Theory at the Fields Institute in Toronto, November 11--15, 2013.",2
6352,0,"Exploring cost-benefit analysis of research, development and innovation infrastructures: an evaluation framework This paper presents the results and the lessons learned on how to apply ex-ante CBQ for major RDI infrastructures by a team of economists and scientists at the University of Milan and CSIL during a three-year research project supported by a EIBURS grant of the European Investment Bank Institute. Albeit the comprehensive conceptual framework presented in the paper builds on principles firmly rooted in CBA tradition, their application to the RDI sector is still in its infancy. So far, the model has been applied on two cases in physics involving particle accelerators (the Large Hadron Collider, LHC, at CERN and the National Centre for Oncological Treatment, CNAO, in Italy).",2
7061,0,"Brownian motion correlation in the peanosphere for $\kappa &gt; 8$ The peanosphere (or ""mating of trees"") construction of Duplantier, Miller, and Sheffield encodes certain types of $\gamma$-Liouville quantum gravity (LQG) surfaces ($\gamma \in (0,2)$) decorated with an independent SLE$_{\kappa}$ ($\kappa = 16/\gamma^2 &gt; 4$) in terms of a correlated two-dimensional Brownian motion and provides a framework for showing that random planar maps decorated with statistical physics models converge to LQG decorated with an SLE. Previously, the correlation for the Brownian motion was only explicitly identified as $-\cos(4\pi/\kappa)$ for $\kappa \in (4,8]$ and unknown for $\kappa &gt; 8$. The main result of this work is that this formula holds for all $\kappa &gt; 4$. This supplies the missing ingredient for proving convergence results of the aforementioned type for $\kappa &gt; 8$. Our proof is based on the calculation of a certain tail exponent for SLE$_{\kappa}$ on a quantum wedge and then matching it with an exponent which is well-known for Brownian motion.",2
7485,0,"Towards the topological quantization of classical mechanics We consider the method of topological quantization for conservative systems with a finite number of degrees of freedom. Maupertuis' formalism for classical mechanics provides an appropriate scenario which permit us to adapt the method of topological quantization, originally formulated for gravitational field configurations. We show that any conservative system in classical mechanics can be associated with a principal fiber bundle. As an application of topological quantization we derive expressions for the topological spectra of some simple mechanical systems and show that they reproduce the discrete behavior of the corresponding canonical spectra.",2
8016,0,"An invariant class of wave packets for the Wigner transform Generalised Hagedorn wave packets appear as exact solutions of Schr\""odinger equations with quadratic, possibly complex, potential, and are given by a polynomial times a Gaussian. We show that the Wigner transform of generalised Hagedorn wave packets is a wave packet of the same type in phase space. The proofs build on a parametrisation via Lagrangian frames and a detailed analysis of the polynomial prefactors, including a novel Laguerre connection. Our findings directly imply the recently found tensor product structure of the Wigner transform of Hagedorn wave packets.",2
8027,0,"Fault-tolerant error correction with the gauge color code The constituent parts of a quantum computer are inherently vulnerable to errors. To this end we have developed quantum error-correcting codes to protect quantum information from noise. However, discovering codes that are capable of a universal set of computational operations with the minimal cost in quantum resources remains an important and ongoing challenge. One proposal of significant recent interest is the gauge color code. Notably, this code may offer a reduced resource cost over other well-studied fault-tolerant architectures using a new method, known as gauge fixing, for performing the non-Clifford logical operations that are essential for universal quantum computation. Here we examine the gauge color code when it is subject to noise. Specifically we make use of single-shot error correction to develop a simple decoding algorithm for the gauge color code, and we numerically analyse its performance. Remarkably, we find threshold error rates comparable to those of other leading proposals. Our results thus provide encouraging preliminary data of a comparative study between the gauge color code and other promising computational architectures.",2
8371,0,"Toeplitz Quantization for Non-commutating Symbol Spaces such as $SU_q(2)$ Toeplitz quantization is defined in a general setting in which the symbols are the elements of a possibly non-commutative algebra with a conjugation and a possibly degenerate inner product. We show that the quantum group $SU_q(2)$ is such an algebra. Unlike many quantization schemes, this Toeplitz quantization does not require a measure. The theory is based on the mathematical structures defined and studied in several recent papers of the author; those papers dealt with some specific examples of this new Toeplitz quantization. Annihilation and creation operators are defined as densely defined Toeplitz operators acting in a quantum Hilbert space, and their commutation relations are discussed. At this point Planck's constant is introduced into the theory. Due to the possibility of non-commuting symbols, there are now two definitions for anti-Wick quantization; these two definitions are equivalent in the commutative case. The Toeplitz quantization introduced here satisfies one of these definitions, but not necessarily the other. This theory should be considered as a second quantization, since it quantizes non-commutative (that is, already quantum) objects. The quantization theory presented here has two essential features of a physically useful quantization: Planck's constant and a Hilbert space where natural, densely defined operators act.",2
8514,0,"P, C and T: Different Properties on the Kinematical Level We study the discrete symmetries (P,C and T) on the kinematical level within the extended Poincare Group. On the basis of the Silagadze research, we investigate the question of the definitions of the discrete symmetry operators both on the classical level, and in the secondary-quantization scheme. We study the physical contents within several bases: light-front formulation, helicity basis, angular momentum basis, and so on, on several practical examples. We analise problems in construction of the neutral particles in the the (1/2,0)+(0,1/2) representation, the (1,0)+(0,1) and the (1/2,1/2) representations of the Lorentz Group. As well known, the photon has the quantum numbers 1^-, so the (1,0)+(0,1) representation of the Lorentz group is relevant to its description. We have ambiguities in the definitions of the corresponding operators P, C; T, which lead to different physical consequences. It appears that the answers are connected with the helicity basis properties, and commutations/anticommutations of the corresponding operators, P, C, T, and C^2, P^2, (CP)^2 properties.",2
9744,0,"The role of symmetry in the interpretation of quantum mechanics Despite the impressive amount of literature on the foundations of quantum mechanics, the relevance of symmetry in interpretation is not properly acknowledged. In fact, although it is usually said that quantum mechanics is invariant under the Galilean group, the invariance is usually not discussed in the case of the interpretation of the theory. This situation is particularly pressing for realist positions, which want to know how reality would be if quantum mechanics were true. From a realist perspective, it seems reasonable to require that an interpretation of quantum mechanics, to be admissible, preserves the same symmetries of the theory. In this paper we will take a realist standpoint in order to study what physical constraints the Galilean group imposes on interpretation, and we will extrapolate the conclusions drawn for quantum mechanics to the case of quantum field theory.",2
10861,0,"Local scale transformations on the lattice with tensor network renormalization Consider the partition function of a classical system in two spatial dimensions, or the Euclidean path integral of a quantum system in two space-time dimensions, both on a lattice. We show that the tensor network renormalization (TNR) algorithm [\emph{G. Evenbly and G. Vidal, Phys. Rev. Lett. 115, 180405}] can be used to implement local scale transformations on these objects, namely a lattice version of conformal maps. Specifically, we explain how to implement the lattice equivalent of the logarithmic conformal map that transforms the Euclidean plane into a cylinder. As an application, and with the 2D critical Ising model as a concrete example, we use this map to build a lattice version of the scaling operators of the underlying conformal field theory, from which one can extract their scaling dimensions and operator product expansion coefficients.",2
11130,0,"Application of the iterative approach to modal methods for the solution of Maxwell's equations In this work we discuss the possibility to reduce the computational complexity of modal methods, i.e. methods based on eigenmodes expansion, from the third power to the second power of the number of eigenmodes. The proposed approach is based on the calculation of the eigenmodes part by part by using shift-and-invert iterative technique and by applying the iterative approach to solve linear equations to compute eigenmodes expansion coefficients. As practical implementation, the iterative modal methods based on polynomials and trigonometric functions as well as on finite-difference scheme are developed. Alternatives to the scattering matrix (S-matrix) technique which are based on pure iterative or mixed direct-iteractive approaches allowing to markedly reduce the number of required numerical operations are discussed. Additionally, the possibility of diminishing the memory demand of the whole algorithm from second to first power of the number of modes by implementing the iterative approach is demonstrated. This allows to carry out calculations up to hundreds of thousands eigenmodes without using a supercomputer.",2
11458,0,"GIT Compactifications of M_{0,n} and Flips We use geometric invariant theory (GIT) to construct a large class of compactifications of the moduli space M_{0,n}. These compactifications include many previously known examples, as well as many new ones. As a consequence of our GIT approach, we exhibit explicit flips and divisorial contractions between these spaces.",2
12119,0,The $g$-factor of light ions for an improved determination of the fine-structure constant A weighted difference of the $g$-factors of the H- and Li-like ions of the same element is theoretically studied and optimized in order to maximize the cancelation of nuclear effects between the two charge states. We show that this weighted difference and its combination for two different elements can be used to extract a value for the fine-structure constant from near-future bound-electron $g$-factor experiments with an accuracy competitive with or better than the present literature value.,2
12403,0,Identities for the arctangent function by enhanced midpoint integration and the high-accuracy computation of pi We describe a method of integration to obtain identities of the arctangent function and show how this method can be applied to the high-accuracy computation of the constant pi using the equation $\pi = 4 \arctan \left( 1 \right)$. Our approach combines the midpoint method with the Taylor expansion series to enhance accuracy in the subintervals. The accuracy of this method of integration is determined by number of subintervals $L$ and by order of the Taylor expansion $M$. This approach provides significant flexibility in computation since the required convergence in resulting equations can be optimized through appropriate choices for the integers $L$ and $M$. Sample computations are presented to illustrate that even with relatively small values of the integers $L$ and $M$ the constant $\pi$ can be computed with high accuracy.,2
12633,0,"Sato theory on the $q$-Toda hierarchy and its extension In this paper, we construct the Sato theory including the Hirota bilinear equations and tau function of a new $q$-deformed Toda hierarchy(QTH). Meanwhile the Block type additional symmetry and bi-Hamiltonian structure of this hierarchy are given. From Hamiltonian tau symmetry, we give another definition of tau function of this hierarchy. Afterwards, we extend the $q$-Toda hierarchy to an extended $q$-Toda hierarchy(EQTH) which satisfy a generalized Hirota quadratic equation in terms of generalized vertex operators. The Hirota quadratic equation might have further application in Gromov-Witten theory. The corresponding Sato theory including multi-fold Darboux transformations of this extended hierarchy is also constructed. At last, we construct the multicomponent extension of the $q$-Toda hierarchy and show the integrability including its bi-Hamiltonian structure, tau symmetry and conserved densities.",2
12913,0,"Standard vs. Reduced Genus-One Gromov-Witten Invariants We give an explicit formula for the difference between the standard and reduced genus-one Gromov-Witten invariants. Combined with previous work on geometric properties of the latter, this paper makes it possible to compute the standard genus-one GW-invariants of complete intersections. In particular, we obtain a closed formula for the genus-one GW-invariants of a Calabi-Yau projective hypersurface and verify a recent mirror symmetry prediction for a sextic fourfold as a special case.",2
12961,0,"Generalized Kahler Taub-NUTs and Two Exceptional Instantons We study the one-parameter family of twisted Kahler Taub-NUT metrics (discovered by Donaldson), along with two exceptional Taub-NUT-like instantons, and understand them to the extend that is sufficient for blow-up and gluing-type arguments. In particular we parametrize their geodesics from the origin, determine curvature fall-off rates and volume growth rates, find blow-down limits, and show that none of them is ALF, except the standard Taub-NUT itself.",2
14474,0,"Rotationally invariant ensembles of integrable matrices We construct ensembles of random integrable matrices with any prescribed number of nontrivial integrals and formulate integrable matrix theory (IMT) -- a counterpart of random matrix theory (RMT) for quantum integrable models. A type-M family of integrable matrices consists of exactly N-M independent commuting N-by-N matrices linear in a real parameter. We first develop a rotationally invariant parametrization of such matrices, previously only constructed in a preferred basis. For example, an arbitrary choice of a vector and two commuting Hermitian matrices defines a type-1 family and vice versa. Higher types similarly involve a random vector and two matrices. The basis-independent formulation allows us to derive the joint probability density for integrable matrices, in a manner similar to the construction of Gaussian ensembles in the RMT.",2
14489,0,"Computational Complexity of Some Quantum Theories in $1+1$ Dimensions We study the computational complexity of certain integrable quantum theories in 1+1 dimensions. We formalize a model of quantum computation based on these theories. In this model, distinguishable particles start out with known momenta and initial superposition of different configurations. Then the label of these particles are measured at the end. We prove that additive approximation to single amplitudes of these models can be obtained by the one-clean-qubit model, if no initial superpositions are allowed. However, if arbitrary initial states and non-adaptive intermediate measurements are allowed, we show that conditioned on infinite polynomial hierarchy assumption it is hard to sample from the output distribution of these models on a classical randomized computer. A classical analogue of this model is also formalized and its computational power is pinned down within the complexity classes below BPP and NP.",2
15570,0,Critical exponent $\eta$ in 2D $O(N)$-symmetric $\varphi^4$-model up to 6~loops Critical exponent $\eta$ (Fisher exponent) in $O(N)$-symmetric $\varphi^4$-model was calculated using renormalization group approach in the space of fixed dimension $D=2$ up to 6~loops. The calculation of the renormalization constants was performed with the use of $R'$-operation and specific values for diagrams were calculated in Feynman representation using sector decomposition method. Presented approach allows easy automation and generalization for the case of complex symmetries. Also a summation of the perturbation series was obtained by Borel transformation with conformal mapping. The contribution of the 6-th term of the series led to the increase of the Fisher exponent in $O(1)$ model up to $8\%$.,2
16506,0,"Comment on ""Equilibrum spin currents: Non-Abelian Gauge Invariance and Color Diamagnetism in Condensed Matter"" In a recent paper [Phys. Rev. Lett. 101, 106601], I. V. Tokatly addresses a non Abelian formulation of spin orbit interaction in condensed matter, restricting to a gauge symmetric scenario. In this comment we draw attention on the relevance of gauge symmetry breaking on such formulation and point out why this is a necessary ingredient for properly describing the associated diamagnetic color currents.",2
16712,0,"Homotopy L-infinity spaces and Kuranishi manifolds, I: categorical structures Motivated by the definition of homotopy $L_\infty$ spaces, we develop a new theory of Kuranishi manifolds, closely related to Joyce's recent theory. We prove that Kuranishi manifolds form a $2$-category with invertible $2$-morphisms, and that certain fiber product property holds in this $2$-category. In a subsequent paper, we construct the virtual fundamental cycle of a compact oriented Kuranishi manifold, and prove some of its basic properties. Manifest from this new formulation is the fact that $[0,1]$-type homotopy $L_\infty$ spaces are naturally Kuranishi manifolds. The former structured spaces naturally appear as derived enhancements of Maurer-Cartan moduli spaces from Chern-Simons type gauge theory. In this way, Kuranishi manifolds theory can be applied to study path integrals in such type of gauge theories.",2
16719,0,The universal expression for the amplitude square in quantum electrodynamics The universal expression for the amplitude square |u_f M u_i|^2 for any matrix of interaction M is derived. It has obvious covariant form. It allows the avoidance of calculation of products of the Dirac's matrices traces and allows easy calculation of cross-sections of any different processes with polarized and unpolarized particles.,2
17924,0,"Twisted K-Theory for the Orbifold [*/G] We study the relationship between the twisted Orbifold K-theories ${^{\alpha}}K_{orb}(\textsl{X})$ and ${^{\alpha'}}K_{orb}(\textsl{Y})$ for two different twists $\alpha\in Z^3(G;S^1)$ and $\alpha'\in Z^3(G';S^1)$ of the Orbifolds $\textsl{X}=[*/G]$ and $\textsl{Y}=[*/G']$ respectively, for $G$ and $G'$ finite groups. We prove that under suitable hypothesis over the twisting $\alpha'$ and the group $G'$ we obtain an isomorphism between these twisted K-theories.",2
19156,0,Formation probabilities in quantum critical chains and Casimir effect We find a connection between logarithmic formation probabilities of two disjoint intervals of quantum critical spin chains and the Casimir energy of two aligned needles in two dimensional classical critical systems. Using this connection we provide a formula for the logarithmic formation probability of two disjoint intervals in generic $1+1$ dimensional critical systems. The quantity is depenedent on the full structure of the underlying conformal field theory and so useful to find the universality class of the critical system. The connection that we find also provides a very efficient numerical method to calculate the Casimir energy between needles using quantum critical chains. The agreement between numerical results performed on critical transverse field Ising model and XX chain with our exact results is very good. We also comment on the mutual R\'enyi information of two disjoint intervals.,2
19749,0,"INDIGO-Datacloud: foundations and architectural description of a Platform as a Service oriented to scientific computing In this paper we describe the architecture of a Platform as a Service (PaaS) oriented to computing and data analysis. In order to clarify the choices we made, we explain the features using practical examples, applied to several known usage patterns in the area of HEP computing. The proposed architecture is devised to provide researchers with a unified view of distributed computing infrastructures, focusing in facilitating seamless access. In this respect the Platform is able to profit from the most recent developments for computing and processing large amounts of data, and to exploit current storage and preservation technologies, with the appropriate mechanisms to ensure security and privacy.",2
19929,0,"Critical behaviour of anisotropic magnets with quenched disorder: replica symmetry breaking studied by operator product expansion We study critical behaviour of disordered magnets near four dimensions. We consider the system with explicit cubic anisotropy and scalar disorder and that with random direction of anisotropy axis. The quenched disorder is taken into account by replica method. Using the method of operator product expansion, we derive in the first order to $\epsilon$ approximation the renormalization group equations taking into account possible replica symmetry breaking.",2
20200,0,"Quasi-local mass integrals and the total mass On asymptotically flat and asymptotically hyperbolic manifolds, by evaluating the total mass via the Ricci tensor, we show that the limits of certain Brown-York type and Hawking type quasi-local mass integrals equal the total mass of the manifold in all dimensions.",2
20604,0,A Diagrammer's Note on Superconducting Fluctuation Transport for Beginners: II. Hall and Nernst Effects with Perturbational Treatment of Magnetic Field A diagrammatic approach based on thermal Green function to superconducting fluctuation transport is reviewed focusing on Hall and Nernst effects. The treatment of weak magnetic field is carefully discussed within the linear order perturbation. In the Appendix the linear response theory for the DC Hall conductivity of the Dirac fermion in 2+1 space-time dimensions is reviewed. One focus is the Chern-Simons effective action for the gauge field. Another is the exact formula by Ishikawa and Matsuyama.,2
22806,0,"Topological Map of the Hofstadter Butterfly and Van Hove Singularities The Hofstadter butterfly is a quantum fractal with a highly complex nested set of gaps, where each gap represents a quantum Hall state whose quantized conductivity is characterized by topological invariants known as the Chern numbers. Here we obtain simple rules to determine the Chern numbers at all scales in the butterfly fractal and lay out a very detailed topological map of the butterfly. Our study reveals the existence of a set of critical points, each corresponding to a macroscopic annihilation of orderly patterns of both the positive and the negative Cherns that appears as a fine structure in the butterfly. Such topological collapses are identified with the Van Hove singularities that exists at every band center in the butterfly landscape. We thus associate a topological character to the Van Hove anomalies. Finally, we show that this fine structure is amplified under perturbation, inducing quantum phase transitions to higher Chern states in the system.",2
23067,0,"High speed fault tolerant secure communication for muon chamber using fpga based gbt emulator The Compressed Baryonic Matter (CBM) experiment is a part of the Facility for Antiproton and Ion Research (FAIR) in Darmstadt at the GSI. The CBM experiment will investigate the highly compressed nuclear matter using nucleus-nucleus collisions. This experiment will examine heavy-ion collisions in fixed target geometry and will be able to measure hadrons, electrons and muons. CBM requires precise time synchronization, compact hardware, radiation tolerance, self-triggered front-end electronics, efficient data aggregation schemes and capability to handle high data rate (up to several TB/s). As a part of the implementation of read out chain of MUCH in India, we have tried to implement FPGA based emulator of GBTx in India. GBTx is a radiation tolerant ASIC that can be used to implement multipurpose high speed bidirectional optical links for high-energy physics (HEP) experiments and is developed by CERN. GBTx will be used in highly irradiated area and more prone to be affected by multi bit error. To mitigate this effect instead of single bit error correcting RS code we have used two bit error correcting (15, 7) BCH code. It will increase the redundancy which in turn increases the reliability of the coded data. So the coded data will be less prone to be affected by noise due to radiation. Data will go from detector to PC through multiple nodes through the communication channel. In order to make the data communication secure, advanced encryption standard (AES - a symmetric key cryptography) and RSA (asymmetric key cryptography) are used after the channel coding.",2
23135,0,From dispersionless to soliton systems via Weyl-Moyal like deformations The formalism of quantization deformation is reviewed and the Weyl-Moyal like deformation is applied to systematic construction of the field and lattice integrable soliton systems from Poisson algebras of dispersionless systems.,2
23265,0,"The response of linear inhomogeneous systems to coupled fields: Bounds and perturbation expansions We consider the response of a multicomponent body to $n$ fields, such as electric fields, magnetic fields, temperature gradients, concentration gradients, etc., where each component, which is possibly anisotropic, may cross couple the various fields with different fluxes, such as electrical currents, electrical displacement currents, magnetic induction fields, energy fluxes, particle fluxes, etc. We obtain the form of the perturbation expansions of the fields and response tensor in powers of matrices which measure the difference between each component tensor and a homogeneous reference tensor ${\bf L}_0$. For the case of a statistically homogeneous or periodic composite the expansion coefficients can be expressed in terms of positive semidefinite normalization matrices alternating with positive semidefinite weight matrices, which at each given level sum to the identity matrix. In an appropriate basis the projection operators onto the relevant subspaces can be expressed in block tridiagonal form, where the blocks are functions of these weight and normalization matrices. This leads to continued fraction expansions for the effective tensor, and by truncating the continued fraction at successive levels one obtains a nested sequence of bounds on the effective tensor incorporating successively more weight and normalization matrices. The weight matrices and normalization matrices can be calculated from the series expansions of the fields which solve the conductivity problem alone, without any couplings to other fields, and then they can be used to obtain the solution for the fields and effective tensor in coupled field problems in composites.",2
24260,0,"Matrix elements and duality for type 2 unitary representations of the Lie superalgebra gl(m|n) The characteristic identity formalism discussed in our recent articles is further utilized to derive matrix elements of type 2 unitary irreducible $gl(m|n)$ modules. In particular, we give matrix element formulae for all gl(m|n) generators, including the non-elementary generators, together with their phases on finite dimensional type 2 unitary irreducible representations. Remarkably, we find that the type 2 unitary matrix element equations coincide with the type 1 unitary matrix element equations for non-vanishing matrix elements up to a phase.",2
25340,0,"Quantization and dynamisation of Trace-Poisson brackets The quantization problem for the trace-bracket algebra, derived from double Poisson brackets, is discussed. We obtain a generalization of the boundary YBE (or so-called ABCD-algebra) for the quantization of quadratic trace-brackets. A dynamical deformation is proposed on the lines of Gervais-Neveu-Felder dynamical quantum algebras.",2
25434,0,"Gravitational Waves from Phase-Transition Induced Collapses of Neutron Stars We study the gravitational wave signals emitted from phase-transition induced collapses of rapidly rotating neutron stars to strange stars by performing 3D numerical simulations. Our preliminary results suggest that the complete conversion of neutron stars to strange stars would occur within a fraction of millisecond. We also find that the gravitational waves generated from the collapse process may be detectable by the advanced LIGO for reasonable source distance. In addition, the study such gravitational wave signals would put useful constraint on the parameters of QCD.",2
25559,0,"Transverse momentum asymmetry of the extracted electron in field ionization of a Hydrogen Atom with angular momentum The tunneling ionization of a hydrogen atom excited in the presence of a static electric field is investigated for the case where, before being extracted, the electron has an orbital angular momentum L perpendicular to the field E. The escaping electron has a nonzero mean transverse velocity  in the direction of E cross . This asymmetry is similar to the Collins effect in the fragmentation into hadrons of a transversely polarized quark. In addition, the linear Stark effect make  and  oscillate in time. The degree of asymmetry is calculated at leading order in E for an initial state of maximum transverse . The conditions for the observation of this asymmetry are discussed.",2
26375,0,"The split property for locally covariant quantum field theories in curved spacetime The split property expresses the way in which local regions of spacetime define subsystems of a quantum field theory. It is known to hold for general theories in Minkowski space under the hypothesis of nuclearity. Here, the split property is discussed for general locally covariant quantum field theories in arbitrary globally hyperbolic curved spacetimes, using a spacetime deformation argument to transport the split property from one spacetime to another. It is also shown how states obeying both the split and (partial) Reeh-Schlieder properties can be constructed, providing standard split inclusions of certain local von Neumann algebras. Sufficient conditions are given for the theory to admit such states in ultrastatic spacetimes, from which the general case follows. A number of consequences are described, including the existence of local generators for global gauge transformations, and the classification of certain local von Neumann algebras. Similar arguments are applied to the distal split property and circumstances are exhibited under which distal splitting implies the full split property.",2
