,labels,text,prediction
757,0,"Control of Edge Currents at a Ferromagnet - Triplet Superconductor Interface by Multiple Helical Majorana Modes We study the spin and charge currents flowing at the interface of an itinerant ferromagnet with a topological spin-triplet superconductor having different number of time-reversal-invariant Majorana helical modes. Depending on the number of helical modes, the capacity of carrying spin and charge currents is shown to be directly related to the amplitude and orientation of the ferromagnetic magnetization with respect to the superconducting $\vec{d}$-vector. Differently from the one-helical mode spin-triplet superconductor, we find that the presence of a finite amount of electronic hybridization with the two pairs of Majorana helical modes leads to nonvanishing charge current independently of the ferromagnetic exchange. The competition between the two pairs of Majorana helical modes remarkably yields a spin-current response that is almost constant in the range of weak to intermediate ferromagnetism. The behavior of the spin current is tightly linked to the direction of the spin-polarization in the ferromagnet and tends to be flatten for a magnetization that is coplanar to the spin-triplet $\vec{d}$-vector independently of the number of helical modes.",1
802,0,"Universality and scaling in a charge two-channel Kondo device We study a charge two-channel Kondo model, demonstrating that recent experiments [Iftikhar et al, Nature 526, 233 (2015)] realize an essentially perfect quantum simulation -- not just of its universal physics, but also nonuniversal effects away from the scaling limit. Numerical renormalization group (NRG) calculations yield conductance lineshapes encoding RG flow to a critical point involving a free Majorana fermion. By mimicking the experimental protocol, the experimental curve is reproduced quantitatively over 9 orders of magnitude, although we show that far greater bandwidth/temperature separation is required to obtain the universal result. Fermi liquid instabilities are also studied: In particular, our exact analytic results for non-linear conductance provide predictions away from thermal equilibrium, in the regime of existing experiments.",1
992,0,"Monodromy of the SL_2 Hitchin fibration We calculate the monodromy action on the mod 2 cohomology for SL(2,C) Hitchin systems and give an application of our results in terms of the moduli space of semistable SL(2,R) Higgs bundles.",1
1060,0,"Galaxy Formation with Local Photoionization Feedback -II. Effect of X-Ray Emission from Binaries and Hot Gas We study how X-rays from stellar binary systems and the hot intracluster medium (ICM) affect the radiative cooling rates of gas in galaxies. Our study uses a novel implementation of gas cooling in the moving-mesh hydrodynamics code \textsc{arepo}. X-rays from stellar binaries do not affect cooling at all as their emission spectrum is too hard to effectively couple with galactic gas. In contrast, X-rays from the ICM couple well with gas in the temperature range $10^4 - 10^6$ K. Idealised simulations show that the hot halo radiation field has minimal impact on the dynamics of cooling flows in clusters because of the high virial temperature ($&gt; 10^7$K), making the interaction between the gas and incident photons very ineffective. Satellite galaxies in cluster environments, on the other hand, experience a high radiation flux due to the emission from the host halo. Low mass satellites ($&lt; 10^{12}\rm{M_\odot}$) in particular have virial temperatures that are exactly in the regime where the effect of the radiation field is maximal. Idealised simulations of satellite galaxies including only the effect of host halo radiation (no ram pressure stripping or tidal effects) fields show a drastic reduction in the amount of cool gas formed ($\sim 40\%$) on a short timescale of about $0.5$ Gyrs. A galaxy merger simulation including all the other environmental quenching mechanisms, shows about $20\%$ reduction in the stellar mass of the satellite and about $\sim 30\%$ reduction in star formation rate after $1$ Gyr due to the host hot halo radiation field. These results indicate that the hot halo radiation fields potentially play an important role in quenching galaxies in cluster environments.",1
1095,0,"Update of the China-VO AstroCloud As the cyber-infrastructure for Astronomical research from Chinese Virtual Observatory (China-VO) project, AstroCloud has been archived solid progresses during the last one year. Proposal management system and data access system are re-designed. Several new sub-systems are developed, including China-VO PaperData, AstroCloud Statics and Public channel. More data sets and application environments are integrated into the platform. LAMOST DR1, the largest astronomical spectrum archive was released to the public using the platform. The latest progresses will be introduced.",1
1210,0,"Direct observation of laser guided corona discharges Laser based lightning control holds a promising way to solve the problem of the long standing disaster of lightning strikes. But it is a challenging project due to insufficient understanding of the interaction between laser plasma channel and high voltage electric filed. In this work, a direct observation of laser guided corona discharge is reported. The high voltage corona discharge can be guided along laser plasma filament, and enhanced through the interaction with laser filaments. The fluorescence lifetime of laser filament guided corona discharge was measured to be several microseconds, which is 3 orders of magnitude longer than the fluorescence lifetime of laser filaments. This could be advantageous towards laser assisted leader development in the atmosphere.",1
1214,0,"Pump Linewidth Requirements for Processing Dispersion-Altered DQPSK Signals using FWM We report on a potentially deleterious issue regarding the four-wave mixing based processing of dispersion-altered signals. We estimate the baudrate-dependent pump linewidth tolerances by calculating the extra optical signal to noise ratio (OSNR) penalty with respect to the propagation distance. We find that the issue is not important for 10 Gbaud differential quadrature phase shift keying (DQPSK) signals, though for 28 Gbaud (and 56 Gbaud) DQPSK signals we find that the pump linewidth requirements to implement FWM based optical signal processing needs to be in the sub-MHz range in order to avoid excessive OSNR penalties for the case of dispersion-altered signals. These results are pertinent for systems employing FWM, which could be all-optical wavelength converters for packet switching or mid-span spectral inversion techniques.",1
1368,0,"Galaxy And Mass Assembly (GAMA): Stellar mass growth of spiral galaxies in the cosmic web We look for correlated changes in stellar mass and star formation rate along filaments in the cosmic web by examining the stellar masses and UV-derived star formation rates (SFR) of 1,799 ungrouped and unpaired spiral galaxies that reside in filaments. We devise multiple distance metrics to characterise the complex geometry of filaments, and find that galaxies closer to the cylindrical centre of a filament have higher stellar masses than their counterparts near the periphery of filaments, on the edges of voids. In addition, these peripheral spiral galaxies have higher specific star formation rates (SSFR) at a given mass. Complementing our sample of filament spiral galaxies with spiral galaxies in tendrils and voids, we find that the average SFR of these objects in different large scale environments are similar to each other with the primary discriminant in SFR being stellar mass, in line with previous works. However, the distributions of SFRs are found to vary with large-scale environment. Our results thus suggest a model in which in addition to stellar mass as the primary discriminant, the large-scale environment is imprinted in the SFR as a second order effect. Furthermore, our detailed results for filament galaxies suggest a model in which gas accretion from voids onto filaments is primarily in an orthogonal direction. Overall, we find our results to be in line with theoretical expectations of the thermodynamic properties of the intergalactic medium in different large-scale environments.",1
1419,0,"Self-organized surface nanopatterning by ion beam sputtering The production of nanopatterns on the surfaces of targets irradiated by ion beams at low and intermediate energies has developed during the present decade to a salient degree of control over the main pattern features. However, there is still a wide experimental scatter in the type and relevance of various dynamic interfacial properties induced by this technique as a function of system type and parameters. In parallel, diverse theoretical models exist that differ in their capabilities to reproduce such a wide range of experimental features. We provide an overview of the most recent studies of nanoripple and dot production by ion-beam sputtering, with special attention to the comparison between experiments and (continuum) models, and with a focus on those issues that remain open or, at least, ambiguous. These are perhaps more evident for the case of nanodot patterns on amorphizable targets than for the case of nanoripples due, possibly, to the relative novelty of the former. The pattern properties to be considered are those of potential increased technological importance, such as the variation of nanodot size with parameters like ion energy, target temperature and sputtering time (i.e., fluence), as well as the conditions under which the quality of the pattern order is enhanced, issues such as wavelength coarsening and order enhancement becoming relevant.",1
1489,0,"Topological superconductivity in ferromagnetic atom chains beyond the deep-impurity regime Recent developments in the search for topological superconductivity have brought lattices of magnetic adatoms on a superconductor into intense focus. In this work we will study ferromagnetic chains of adatoms on superconducting surfaces with Rashba spin-orbit coupling. Generalising the deep-impurity approach employed extensively in previous works to arbitrary subgap energies, we formulate the theory of the subgap spectrum as a nonlinear matrix eigenvalue problem. We obtain an essentially analytical description of the subgap spectrum, allowing an efficient study of the topological properties. Employing a flat-band Hamiltonian sharing the topological properties of the chain, we evaluate the $\mathbb{Z}$-valued winding number and discover five distinct topological phases. Our results also confirm that the topological band formation does not require the decoupled Shiba energies to be fine-tuned to the gap centre. We also study the properties of Majorana bound states in the system.",1
1514,0,"The Speedster-EXD- A New Event-Driven Hybrid CMOS X-ray Detector The Speedster-EXD is a new 64x64 pixel, 40 $\mu$m pixel pitch, 100 $\mu$m depletion depth hybrid CMOS X-ray detector (HCD) with the capability of reading out only those pixels containing event charge, thus enabling fast effective frame rates. A global charge threshold can be specified, and pixels containing charge above this threshold are flagged and read out. The Speedster detector has also been designed with other advanced in-pixel features to improve performance, including a low-noise, high-gain CTIA amplifier that eliminates interpixel capacitance crosstalk (IPC), and in-pixel Correlated Double Sampling (CDS) subtraction to reduce reset noise. We measure the best energy resolution on the Speedster-EXD detector to be 206 eV (3.5 %) at 5.89 keV and 172 eV (10.0 %) at 1.49 keV. The average IPC to the four adjacent pixels is measured to be 0.25 $\pm$ 0.2 % (i.e. consistent with zero). The pixel-to-pixel gain variation is measured to be 0.80 $\pm$ 0.03 %, and a Monte Carlo simulation is applied to better characterize the contributions to the energy resolution.",1
1593,0,"Braiding properties of Majorana Kramers Pairs We consider the braiding of Kramers pairs of Majorana bound states. We derive the most general transformation on the many-body ground state that is applied as the result of such a braiding process. The result is derived in the context of a simple toy model, but we will show that it has the most general form that is compatible with local and global conservation of electron parity. In accordance with earlier work the resulting transformation turns out to be path dependent, which shows that Kramers pairs of Majorana bound states cannot be used for topological quantum computation. We also discuss under which conditions the result is path independent and corresponds to two independent exchanges of pairs of Majorana bound states.",1
1665,0,"3D-Printing for Analytical Ultracentrifugation Analytical ultracentrifugation (AUC) is a classical technique of physical biochemistry providing information on size, shape, and interactions of macromolecules from the analysis of their migration in centrifugal fields while free in solution. A key mechanical element in AUC is the centerpiece, a component of the sample cell assembly that is mounted between the optical windows to allow imaging and to seal the sample solution column against high vacuum while exposed to gravitational forces in excess of 300,000 g. For sedimentation velocity it needs to be precisely sector-shaped to allow unimpeded radial macromolecular migration. During the history of AUC a great variety of centerpiece designs have been developed for different types of experiments. Here, we report that centerpieces can now be readily fabricated by 3D printing at low cost, from a variety of materials, and with customized designs. The new centerpieces can exhibit sufficient mechanical stability to withstand the gravitational forces at the highest rotor speeds and be sufficiently precise for sedimentation equilibrium and sedimentation velocity experiments. Sedimentation velocity experiments with bovine serum albumin as a reference molecule in 3D printed centerpieces with standard double-sector design result in sedimentation boundaries virtually indistinguishable from those in commercial double-sector epoxy centerpieces, with sedimentation coefficients well within the range of published values. The statistical error of the measurement is slightly above that obtained with commercial epoxy, but still below 1%. Facilitated by modern open-source design and fabrication paradigms, we believe 3D printed centerpieces and AUC accessories can spawn a variety of improvements in AUC experimental design, efficiency and resource allocation.",1
1686,0,"Suppressing Background Radiation Using Poisson Principal Component Analysis Performance of nuclear threat detection systems based on gamma-ray spectrometry often strongly depends on the ability to identify the part of measured signal that can be attributed to background radiation. We have successfully applied a method based on Principal Component Analysis (PCA) to obtain a compact null-space model of background spectra using PCA projection residuals to derive a source detection score. We have shown the method's utility in a threat detection system using mobile spectrometers in urban scenes (Tandon et al 2012). While it is commonly assumed that measured photon counts follow a Poisson process, standard PCA makes a Gaussian assumption about the data distribution, which may be a poor approximation when photon counts are low. This paper studies whether and in what conditions PCA with a Poisson-based loss function (Poisson PCA) can outperform standard Gaussian PCA in modeling background radiation to enable more sensitive and specific nuclear threat detection.",1
1738,0,"Time-modulated Hamiltonian for interpreting Mach-Zehnder interferometer delayed-choice experiments Many delayed-choice experiments based on Mach-Zehnder interferometers (MZI) have been thought and made to address the fundamental problem of wave-particle duality. Conventional wisdoms long hold that by inserting or removing the second beam splitter (BS2) in a controllable way, microscopic particles (photons, electrons, etc.) transporting within the MZI can lie in the quantum superposition of the wave and particle state as \psi=a_w\psi_wave+a_p\psi_particle. Here we present an alternative interpretation to these delayed-choice experiments. We notice that as all composite devices of MZI including BS2 are purely classical, the inserting and removing operation of BS2 imposes a time-modulated Hamiltonian H_mod(t)=a(t)H_in+b(t)H_out, instead of a quantum superposition of H_in and H_out as H=a_wH_in+b_pH_out, to act upon the incident wave function. Solution of this quantum scattering problem, rather than the long held quantum eigen-problem yields a synchronically time-modulated output wave function as \psi_mod=a(t)\psi_wave+b(t)\psi_particle. As a result, the probability of particle output from the MZI behaves as if they are in the superposition of the wave and particle state when many events over time accumulation are counted and averaged. We expect these elementary but insightful analyses will shed a new light on exploring basic physics beyond the long-held wisdom of wave-particle duality and principle of complementarity.",1
1743,0,"Haar expectations of ratios of random characteristic polynomials We compute Haar ensemble averages of ratios of random characteristic polynomials for the classical Lie groups K = O(N), SO(N), and USp(N). To that end, we start from the Clifford-Weyl algebera in its canonical realization on the complex of holomorphic differential forms for a C-vector space V. From it we construct the Fock representation of an orthosymplectic Lie superalgebra osp associated to V. Particular attention is paid to defining Howe's oscillator semigroup and the representation that partially exponentiates the Lie algebra representation of sp in osp. In the process, by pushing the semigroup representation to its boundary and arguing by continuity, we provide a construction of the Shale-Weil-Segal representation of the metaplectic group. To deal with a product of n ratios of characteristic polynomials, we let V = C^n \otimes C^N where C^N is equipped with its standard K-representation, and focus on the subspace of K-equivariant forms. By Howe duality, this is a highest-weight irreducible representation of the centralizer g of Lie(K) in osp. We identify the K-Haar expectation of n ratios with the character of this g-representation, which we show to be uniquely determined by analyticity, Weyl group invariance, certain weight constraints and a system of differential equations coming from the Laplace-Casimir invariants of g. We find an explicit solution to the problem posed by all these conditions. In this way we prove that the said Haar expectations are expressed by a Weyl-type character formula for all integers N \ge 1. This completes earlier work by Conrey, Farmer, and Zirnbauer for the case of U(N).",1
1797,0,"Remarks about the thermodynamics of astrophysical systems in mutual interaction and related notions General aspects about the thermodynamics of astrophysical systems are discussed, overall, those concerning to astrophysical systems in mutual interaction (or the called \emph{open astrophysical systems}). A special interest is devoted along the paper to clarify several misconceptions that are still common in the recent literature, such as the direct application to the astrophysical scenario of notions and theoretical frameworks that were originally conceived to deal with extensive systems of the everyday practice (large systems with short-range interactions).",1
1908,0,"$\phi$-parabolicity and the uniqueness of spacelike hypersurfaces immersed in a spatially weighted GRW spacetime In this paper, we extend a technique due to Romero, Rubio and Salamanca establishing sufficient conditions to guarantee the parabolicity of complete spacelike hypersurfaces immersed in a weighted generalized Robertson-Walker spacetime whose fiber has phi-parabolic universal Riemannian covering. As some applications of this criteria, we obtain uniqueness results concerning spacelikes hypersurfaces immersed in spatially weighted generalized Robertson-Walker spacetimes. Furthermore, Calabi-Bernstein type results are also given.",1
1939,0,"Hydrodynamic modes of conducting liquid in random magnetic field Hydrodynamics of plasma in the random magnetic field is considered, which is characterized by the second moment of magnetic induction. Equations of ideal magnetic hydrodynamics in such field are received for an adiabatic process. It is shown that in Euler Equation a new variable is second moment of magnetic induction enters, for which is received time Equation on the basis of Maxwell Equations in the magnetohydrodynamic approximation. The one dimension plane waves in this system are studied and the values of their phase velocities are received.",1
1943,0,"Completing electron scattering studies with the inert gas column:e - Rn scattering and Ionization Interest in the inert or noble- gas atoms in general arises because they are ideal as test systems for various theoretical models of electron scattering and also since their interaction processes serve as reference for the determination of instrumental responses in electron scattering experiments. The ionization cross section data of ground state inert gas atoms He through Xe are considered to be benchmark data. Our aim in this paper is to provide theoretical results on electron scattering with Radon atoms, as it would complete the studies on the entire inert gas column. That is possible with this particular column only, in view of the preceding literature on He through Xe . Inert gas radon is radioactive, and would be a difficult target for electron scattering experiments. In the present calculations, the complications arising from radioactivity are not considered. We provide hitherto unavailable cross sections on atomic radon, and also provide opportunity of the comparison of electron impact cross sections over all the inert gas targets.",1
2082,0,"Entanglement structure of the two-channel Kondo model Two electronic channels competing to screen a single impurity spin, as in the two-channel Kondo model, are expected to generate a ground state with nontrivial entanglement structure. We exploit a spin-chain representation of the two-channel Kondo model to probe the ground-state block entropy, negativity, tangle, and Schmidt gap, using a density matrix renormalization group approach. In the presence of symmetric coupling to the two channels we confirm field-theory predictions for the boundary entropy difference, $\ln (g_{UV}/g_{IR})=\ln(2)/2$, between the ultraviolet and infrared limits and the leading $\ln(x)/x$ impurity correction to the block entropy. The impurity entanglement, $S_{\text{imp}}$, is shown to scale with the characteristic length $\xi_{2CK}$. We show that both the Schmidt gap and the entanglement of the impurity with one of the channels $-$ as measured by the negativity$-$ faithfully serve as order parameters for the impurity quantum phase transition appearing as a function of channel asymmetry, allowing for explicit determination of critical exponents, $\nu\!\approx\! 2$ and $\beta \!\approx\! 0.2$. Remarkably, we find the emergence of tripartite entanglement only in the vicinity of the critical channel-symmetric point.",1
2145,0,"Strong Gravitational Lensing and the Stellar IMF of Early-type Galaxies Systematic variations of the IMF in early-type galaxies, and their connection with possible drivers such as velocity dispersion or metallicity, have been much debated in recent years. Strong lensing over galaxy scales combined with photometric and spectroscopic data provides a powerful method to constrain the stellar mass-to-light ratio and hence the functional form of the IMF. We combine photometric and spectroscopic constraints from the latest set of population synthesis models of Charlot &amp; Bruzual, including a varying IMF, with a non-parametric analysis of the lens masses of 18 ETGs from the SLACS survey, with velocity dispersions in the range 200-300 km/s. We find that very bottom-heavy IMFs are excluded. However, the upper limit to the bimodal IMF slope ($\mu \lesssim 2.2$, accounting for a dark matter fraction of 20-30%, where $\mu=1.3$ corresponds to a Kroupa-like IMF) is compatible at the $1\sigma$ level with constraints imposed by gravity-sensitive line strengths. A two-segment power law parameterisation of the IMF (Salpeter-like for high masses) is more constrained ($\Gamma \lesssim 1.5$, where $\Gamma$ is the power index at low masses) but requires a dark matter contribution of $\gtrsim 25\%$ to reconcile the results with a Salpeter IMF. For a standard Milky Way-like IMF to be applicable, a significant dark matter contribution is required within $1R_e$. Our results reveal a large range of allowed IMF slopes, which, when interpreted as intrinsic scatter in the IMF properties of ETGs, could explain the recent results of Smith et al., who find Milky Way-like IMF normalisations in a few massive lensing ETGs.",1
2348,0,"Lie symmetries of (1+2) nonautonomous evolution equations in Financial Mathematics We analyse two classes of $(1+2)$ evolution equations which are of special interest in Financial Mathematics, namely the Two-dimensional Black-Scholes Equation and the equation for the Two-factor Commodities Problem. Our approach is that of Lie Symmetry Analysis. We study these equations for the case in which they are autonomous and for the case in which the parameters of the equations are unspecified functions of time. For the autonomous Black-Scholes Equation we find that the symmetry is maximal and so the equation is reducible to the $(1+2)$ Classical Heat Equation. This is not the case for the nonautonomous equation for which the number of symmetries is submaximal. In the case of the two-factor equation the number of symmetries is submaximal in both autonomous and nonautonomous cases. When the solution symmetries are used to reduce each equation to a $(1+1)$ equation, the resulting equation is of maximal symmetry and so equivalent to the $(1+1)$ Classical Heat Equation.",1
2389,0,"Irreducible morphisms and locally finite dimensional representations Let $\mathcal{A}$ be a Hom-finite additive Krull-Schmidt $k$-category where $k$ is an algebraically closed field. Let ${\rm mod} \mathcal{A}$ denote the category of locally finite dimensional $\mathcal{A}$-modules, that is, the category of covariant functors $\mathcal{A} \to {\rm mod} k$. We prove that an irreducible monomorphism in ${\rm mod} \mathcal{A}$ has a finitely generated cokernel, and that an irreducible epimorphism in ${\rm mod} \mathcal{A}$ has a finitely co-generated kernel. Using this, we get that an almost split sequence in ${\rm mod} \mathcal{A}$ has to start with a finitely co-presented module and end with a finitely presented one. Finally, we apply our results in the study of ${\rm rep}(Q)$, the category of locally finite dimensional representations of a strongly locally finite quiver. We describe all possible shapes of the Auslander-Reiten quiver of ${\rm rep}(Q)$.",1
2391,0,"Parallel variable-density particle-laden turbulence simulation We have developed a fully parallel C++/MPI based simulation code for variable-density particle-laden turbulent flows. The fluid is represented through a uniform Eulerian staggered grid, while particles are modeled using a Lagrangian point-particle framework. Spatial discretization is second-order accurate, and time integration has a fourth-order accuracy. Two-way coupling of the particles with the background flow is considered in both momentum and energy equations. The code is fully modular and abstracted, and easily can be extended or modified. We have considered two different boundary conditions. We have also developed a novel parallel linear solver for the variable density Poisson equation that arises in the calculation.",1
2498,0,"Magnetic fields on a wide range of scales in star-forming galaxies A key ingredient in the evolution of galaxies is the star formation cycle. Recent progress in the study of magnetic fields is revealing the close connection between star formation and its effect on the small-scale structure in the magnetized interstellar medium (ISM). In this contribution we describe how the modern generation of radio telescopes is being used to probe the physics of the ISM through sensitive multiwavelength surveys of gas and magnetic fields, from the inner star forming disk and outward into the galaxy outskirts where large-scale magnetic fields may also play a key role. We highlight unique pioneering efforts towards performing and scientifically exploiting large-scale surveys of the type that the SKA will undertake routinely. Looking to the future, we describe plans for using the Square Kilometre Array (SKA) and its pathfinders to gain important new insights into the cosmic history of galaxy evolution.",1
2500,0,"Latent class analyisis for reliable measure of inflation expectation in the indian public The main aim of this paper is to inspect the properties of survey based on households inflation expectations, conducted by Reserve Bank of India. It is theorized that the respondents answers are exaggerated by extreme response bias. Latent class analysis has been hailed as a promising technique for studying measurement errors in surveys, because the model produces estimates of the error rates associated with a given question of the questionnaire. I have identified a model with optimum performance and hence categorize the objective as well as reliable classifiers or otherwise.",1
2527,0,"Interference Effect of Majorana Fermions in a Spin-orbit Coupled Superconducting Wire Two majorana Fermions (MFs) localized at the two ends of the topological superconducting wire can interfere with each other and form the well known $4\pi$ Josephson current. We reveal that the density of states (Dos) for the electron part and the hole part also follow a parity correlated $4\pi$ period oscillation, while the Dos displays a $2\pi$ period oscillation when two trivial states interfere with each other. Thus, the period of Dos oscillation can be used to distinguish the MFs from the trivial localized states. Interestingly, such phenomena can be directly observed in a short superconducting wire controlled by the gate voltage. This largely simplifies the experimental setup. We suggest that the interference effects can be detected through two STM leads or two norm leads.",1
