,labels,text,prediction
6166,2,"The 3D-index and normal surfaces Dimofte, Gaiotto and Gukov introduced a powerful invariant, the 3D-index, associated to a suitable ideal triangulation of a 3-manifold with torus boundary components. The 3D-index is a collection of formal power series in $q^{1/2}$ with integer coefficients. Our goal is to explain how the 3D-index is a generating series of normal surfaces associated to the ideal triangulation. This shows a connection of the 3D-index with classical normal surface theory, and fulfills a dream of constructing topological invariants of 3-manifolds using normal surfaces.",0
6243,2,"Existence and uniqueness of solutions to Y-systems and TBA equations We consider Y-system functional equations of the form $$ Y_n(x+i)Y_n(x-i)=\prod_{m=1}^N (1+Y_m(x))^{G_{nm}}$$ and the corresponding nonlinear integral equations of the Thermodynamic Bethe Ansatz. We prove an existence and uniqueness result for solutions of these equations, subject to appropriate conditions on the analytical properties of the $Y_n$, in particular the absence of zeros in a strip around the real axis. The matrix $G_{nm}$ must have non-negative real entries, and be irreducible and diagonalisable over $\mathbb{R}$ with spectral radius less than 2. This includes the adjacency matrices of finite Dynkin diagrams, but covers much more as we do not require $G_{nm}$ to be integers. Our results specialise to the constant Y-system, proving existence and uniqueness of a strictly positive solution in that case.",0
6830,2,"Theorems on Entanglement Typicality in Non-equilibrium Dynamics The notion of typicality in statistical mechanics is essential to characterize a macroscopic system. An overwhelming majority of the pure state looks almost identical if we neglect macroscopic non-local correlations, suggesting that thermal equilibrium is the collection of the typical properties. Quantum entanglement, which characterizes a non-local correlation, also has a typical behavior in equilibrium systems. However, it remains elusive whether there is a typical behavior of entanglement in dynamical non-equilibrium systems. To investigate the typicality, we consider a situation where a system in a pure state starts to share entanglement with its environment system due to the interaction between them. Assuming the initial state is randomly chosen from an ensemble of pure states, a criteria for the typicality of the R\'enyi entropies is presented. In addition, it is analytically proven that the second R\'enyi entropy has a typical behavior in two cases. The first one is an energy dissipation process in a multiple-qubit system which is initially in a random pure state in an energy shell. Since the typical behavior is qualitatively the same as the prediction of the Page curve conjecture, it gives the first proof of the Page curve conjecture in a dynamical process. In the second case, the typicality is proven for any dynamics described by a multiple-product of a single-qudit channel when the system is initially in a pure state randomly chosen from the whole Hilbert space. This result shows that entanglement typicality is not a specific feature of energy dissipating processes.",0
7089,2,"Quantized Laplacian growth, II: 1D hydrodynamics of the Loewner density A systematic analytic treatment of fluctuations in Laplacian growth is given. The growth process is regularized by a short-distance cutoff $\hbar$ preventing the cusps production in a finite time. This regularization mechanism generates tiny inevitable fluctuations on a microscale, so that the interface dynamics becomes chaotic. The time evolution of fluctuations can be described by the universal Dyson Brownian motion, which reduces to the complex viscous Burgers equation in the hydrodynamic approximation. Because of the intrinsic instability of the interface dynamics, tiny fluctuations of the interface on a microscale generate universal patterns with well developed fjords and fingers in a long time asymptotic.",0
8093,2,"Genus Two Generalization of $A_1$ spherical DAHA We consider a system of three commuting difference operators in three variables $x_{12},x_{13},x_{23}$ with two generic complex parameters $q,t$. This system and its eigenfunctions generalize the trigonometric $A_1$ Ruijsenaars-Schneider model and $A_1$ Macdonald polynomials, respectively. The principal object of study in this paper is the algebra generated by these difference operators together with operators of multiplication by $x_{ij} + x_{ij}^{-1}$. We represent the Dehn twists by outer automorphisms of this algebra and prove that these automorphisms satisfy all relations of the mapping class group of the closed genus two surface. Therefore we argue from topological perspective this algebra is a genus two generalization of $A_1$ spherical DAHA.",0
8200,2,"Doping the holographic Mott insulator Mott insulators form because of strong electron repulsions, being at the heart of strongly correlated electron physics. Conventionally these are understood as classical ""traffic jams"" of electrons described by a short-ranged entangled product ground state. Exploiting the holographic duality, which maps the physics of densely entangled matter onto gravitational black hole physics, we show how Mott-insulators can be constructed departing from entangled non-Fermi liquid metallic states, such as the strange metals found in cuprate superconductors. These ""entangled Mott insulators"" have traits in common with the ""classical"" Mott insulators, such as the formation of Mott gap in the optical conductivity, super-exchange-like interactions, and form ""stripes"" when doped. They also exhibit new properties: the ordering wave vectors are detached from the number of electrons in the unit cell, and the DC resistivity diverges algebraically instead of exponentially as function of temperature. These results may shed light on the mysterious ordering phenomena observed in underdoped cuprates.",0
8327,2,"Orientability of the moduli space of Spin(7)-instantons Let $(M,\Omega)$ be a closed $8$-dimensional manifold equipped with a generically non-integrable $\mathrm{Spin}(7)$-structure $\Omega$. We prove that if $\mathrm{Hom}(H^{3}(M,\mathbb{Z}), \mathbb{Z}_{2}) = 0$ then the moduli space of irreducible $\mathrm{Spin}(7)$-instantons on $(M,\Omega)$ with gauge group $\mathrm{SU}(r)$, $r\geq 2$, is orientable.",0
8589,2,"Schr\""odinger cat and Werner state disentanglement simulated by trapped ion systems Disentanglement and loss of quantum correlations due to one global collective noise effect are described for two-qubit Schr\""odinger cat and Werner states of a four level trapped ion quantum system. Once the Jaynes-Cummings ionic interactions are mapped onto a Dirac spinor structure, the elementary tools for computing quantum correlations of two-qubit ionic states are provided. With two-qubit quantum numbers related to the total angular momentum and to its projection onto the direction of an external magnetic field (which lifts the degeneracy of the ion's internal levels), a complete analytical profile of entanglement for the Schr\""odinger cat and Werner states is obtained. Under vacuum noise (during spontaneous emission), the two-qubit entanglement in the Schr\""odinger cat states is shown to vanish asymptotically. Otherwise, the robustness of Werner states is concomitantly identified, with the entanglement content recovered by their noiseless-like evolution. Most importantly, our results point to a firstly reported sudden transition between classical and quantum decay regimes driven by a classical collective noise on the Schr\""odinger cat states, which has been quantified by the geometric discord.",0
8629,2,in preparation in preparation,0
9076,2,"Special functions, transcendentals and their numerics Cyclotomic polylogarithms are reviewed and new results concerning the special constants that occur are presented. This also allows some comments on previous literature results using PSLQ.",0
9815,2,"Heisenberg equation for a nonrelativistic particle on a hypersurface: from the centripetal force to a curvature induced force In classical mechanics, a nonrelativistic particle constrained on an $N-1$ curved hypersurface embedded in $N$ flat space experiences the centripetal force only. In quantum mechanics, the situation is totally different for the presence of the geometric potential. We demonstrate that the motion of the quantum particle is ""driven"" by not only the the centripetal force, but also a curvature induced force proportional to the Laplacian of the mean curvature, which is fundamental in the interface physics, causing curvature driven interface evolution.",0
10383,2,"Fluctuation-induced Néel and Bloch skyrmions at topological insulator surfaces Ferromagnets in contact with a topological insulator have become appealing candidates for spintronics due to the presence of Dirac surface states with spin-momentum locking. Because of this bilayer Bi$_2$Se$_3$-EuS structures, for instance, show a finite magnetization at the interface at temperatures well exceeding the Curie temperature of bulk EuS. Here we determine theoretically the effective magnetic interactions at a topological insulator-ferromagnet interface {\it above} the magnetic ordering temperature. We show that by integrating out the Dirac fermion fluctuations an effective Dzyaloshinskii-Moriya interaction and magnetic charging interaction emerge. As a result individual magnetic skyrmions and extended skyrmion lattices can form at interfaces of ferromagnets and topological insulators, the first indications of which have been very recently observed experimentally.",0
10574,2,"Comments on Exchange Graphs in Cluster Algebras An important problem in the theory of cluster algebras is to compute the fundamental group of the exchange graph. A non-trivial closed loop in the exchange graph, for example, generates a non-trivial identity for the classical and quantum dilogarithm functions. An interesting conjecture, partly motivated by dilogarithm functions, is that this fundamental group is generated by closed loops of mutations involving only two of the cluster variables. We present examples and counterexamples for this naive conjecture, and then formulate a better version of the conjecture for acyclic seeds.",0
10732,2,"Interlayer coherent composite Fermi liquid in Half-filled Landau Level bilayers, a window toward the hidden $\pi$ Berry phase For interacting 2D electrons in the presence of magnetic field at half filling, the system forms a `composite Fermi liquid(CFL)' with emergent Fermi surface and exhibits metallic behavior, based on the standard Halperin, Lee, and Read(HLR) field theory. Recently, Son introduces a composite Dirac theory as the low energy effective description of Half-filled Landau Level. Such theory exhibits particle-hole symmetry and the underlying composite Fermi surface displays a robust $\pi$ Berry phase. In this paper, we start from the bilayer Half-filled Landau Level system where the two composite Fermi surface acquires interlayer coherence and forms bonding/anti-bonding composite fermi sea. The corresponding interlayer coherent composite Fermi liquid(ICCFL) phase provides a straightforward landscape to verify the Dirac nature in Son's theory and extract the hidden Berry phase structure of the composite Fermi surface. The ICCFL phase contains two Fermi surfaces which are detached in most regions but adhesive at two hot spots. Such nematic structure is a consequence of the Berry phase encoded in the Dirac Fermi surface which is absent in HLR theory. Due to the nematicity in ICCFL, the system supports half-quantum vortex with deconfined $\frac{\pi}{2}$ gauge flux and the phase transition toward ICCFL contains a Lifshitz criticality with $z=3$ dynamical exponent. In addition, the exciton order parameter carries topological spin number so the ICCFL contains a unique Wen-Zee term which connects EM response with the background geometry curvature.",0
11454,2,"Efficient Quantum Pseudorandomness with Nearly Time-Independent Hamiltonian Dynamics Quantum randomness is an essential key to understanding the dynamics of complex many-body systems and also a powerful tool for quantum engineering. However, exact realizations of quantum randomness take an extremely long time and are infeasible in many-body systems, leading to the notion of quantum pseudorandomness, also known as unitary designs. Here, to explore microscopic dynamics of generating quantum pseudorandomness in many-body systems, we provide new efficient constructions of unitary designs and propose a design Hamiltonian, a random Hamiltonian of which dynamics always forms a unitary design after a threshold time. The new constructions are based on the alternate applications of random potentials in the generalized position and momentum spaces, and we provide explicit quantum circuits generating quantum pseudorandomness significantly more efficient than previous ones. We then provide a design Hamiltonian in disordered systems with periodically changing spin-glass-type interactions. The design Hamiltonian generates quantum pseudorandomness in a constant time even in the system composed of a large number of spins. We also point out the close relationship between the design Hamiltonian and quantum chaos.",0
11995,2,"Topological quantum chemistry The past decade's apparent success in predicting and experimentally discovering distinct classes of topological insulators (TIs) and semimetals masks a fundamental shortcoming: out of 200,000 stoichiometric compounds extant in material databases, only several hundred of them are topologically nontrivial. Are TIs that esoteric, or does this reflect a fundamental problem with the current piecemeal approach to finding them? To address this, we propose a new and complete electronic band theory that highlights the link between topology and local chemical bonding, and combines this with the conventional band theory of electrons. Topological Quantum Chemistry is a description of the universal global properties of all possible band structures and materials, comprised of a graph theoretical description of momentum space and a dual group theoretical description in real space. We classify the possible band structures for all 230 crystal symmetry groups that arise from local atomic orbitals, and show which are topologically nontrivial. We show how our topological band theory sheds new light on known TIs, and demonstrate the power of our method to predict a plethora of new TIs.",0
12384,2,"A meromorphic extension of the 3D Index Using the locally compact abelian group $\BT \times \BZ$, we assign a meromorphic function to each ideal triangulation of a 3-manifold with torus boundary components. The function is invariant under all 2--3 Pachner moves, and thus is a topological invariant of the underlying manifold. If the ideal triangulation has a strict angle structure, our meromorphic function can be expanded into a Laurent power series whose coefficients are formal power series in $q$ with integer coefficients that coincide with the 3D index of \cite{DGG2}. Our meromorphic function can be computed explicitly from the matrix of the gluing equations of a triangulation, and we illustrate this with several examples.",0
12588,2,"Types, Codes and TFTs We establish a relation between fully extended $2$-dimensional TQFTs and recognisable weighted formal languages, rational biprefix codes and lattice TFTs. We show the equivalence of $2D$ closed TFTs and rational exchangeable series and we discuss the important special case of finite groups. Finally, we outline a reformulation in terms of a restricted version of second order monadic logic.",0
14024,2,"Fourier series of modular graph functions Modular graph functions associate to a graph an $SL(2,Z)$-invariant function on the upper half plane. We obtain the Fourier series of modular graph functions of arbitrary weight $w$ and two-loop order. The motivation for this work is to develop a deeper understanding of the origin of the algebraic identities between modular graph functions which have been discovered recently, and of the relation between the existence of these identities and the occurrence of cusp forms. We show that the constant Fourier mode, as a function of the modulus $\tau$, consists of a Laurent polynomial in $y = \pi \, {\rm Im} (\tau)$ of degree $(w,1-w)$, plus a contribution which decays exponentially as $y \to \infty$. The Laurent polynomial is a linear combination with rational coefficients of the top term $y^w$, and lower order terms $\zeta (2k+1) y^{w-2k-1}$ for $1\leq k \leq w-1$, as well as terms $\zeta (2w-2\ell-3) \zeta (2\ell+1)y^{2-w}$ for $1 \leq \ell \leq w-3$. The exponential contribution is a linear combination of exponentials of $y$ and incomplete $\Gamma$-functions whose coefficients are Laurent polynomials in $y$ with rational coefficients.",0
14428,2,"Influence of wildfires in Yakutia on interannual variability of AOT on measurements at stations near Yakutsk This paper presents data on the optical thickness AOT in the context of long-term observations, including in times of large-scale forest fires in Yakutia. Sudden changes in such features as the AOT point directly to the impact of fires on aerosol structure of the atmosphere during the summer.",0
14594,2,"Tau functions as Widom constants We define a tau function for a generic Riemann-Hilbert problem posed on a union of non-intersecting smooth closed curves with jump matrices analytic in their neighborhood. The tau function depends on parameters of the jumps and is expressed as the Fredholm determinant of an integral operator with block integrable kernel constructed in terms of elementary parametrices. Its logarithmic derivatives with respect to parameters are given by contour integrals involving these parametrices and the solution of the Riemann-Hilbert problem. In the case of one circle, the tau function coincides with Widom's determinant arising in the asymptotics of block Toeplitz matrices. Our construction gives the Jimbo-Miwa-Ueno tau function for Riemann-Hilbert problems of isomonodromic origin (Painlev\'e VI, V, III, Garnier system, etc) and the Sato-Segal-Wilson tau function for integrable hierarchies such as Gelfand-Dickey and Drinfeld-Sokolov.",0
15515,2,"Adinkras from ordered quartets of BC$_{4}$ Coxeter group elements and regarding 1,358,954,496 matrix elements of the Gadget We examine values of the Adinkra Holoraumy-induced Gadget representation space metric over all possible four-color, four-open node, and four-closed node adinkras. Of the 1,358,954,496 gadget matrix elements, only 226,492,416 are non-vanishing and take on one of three values: −1/3, 1/3, or 1 and thus a subspace isomorphic to a description of a body-centered tetrahedral molecule emerges.",0
15854,2,"Multiple right-hand-side setup for the DD-$\alpha$AMG The setup cost of a modern solver such as DD-\alpha AMG (Wuppertal Multigrid) is a significant contribution to the total time spent on solving the Dirac equation, and in HMC it can even be dominant. We present an improved implementation of this algorithm with modified computation order in the setup procedure. By processing multiple right-hand sides simultaneously we can alleviate many of the performance issues of the default single right-hand-side setup. The main improvements are as follows: By combining multiple right-hand sides the message size for off-chip communication is larger, which leads to better utilization of the network bandwidth. Many matrix-vector products are replaced by matrix-matrix products, leading to better cache reuse. The synchronization overhead inflicted by on-chip parallelization (threading), which is becoming crucial on many-core architectures such as the Intel Xeon Phi, is effectively reduced. In the parts implemented so far, we observe a speedup of roughly 3x compared to the optimized version of the single right-hand-side setup on realistic lattices.",0
16271,2,"Bayes Keeps Boltzmann Brains at Bay Sean Carroll has recently argued that theories predicting that observations are dominated by Boltzmann Brains should be rejected because they are cognitively unstable: ""they cannot simultaneously be true and justifiably believed."" While such Boltzmann Brain theories are indeed cognitively unstable, one does not need to appeal to this argumentation to reject them. Instead, they may be ruled out by conventional Bayesian reasoning, which is sufficient to keep Boltzmann Brains at bay.",0
19553,2,"Differential forms, Fukaya $A_\infty$ algebras, and Gromov-Witten axioms Consider the differential forms $A^*(L)$ on a Lagrangian submanifold $L \subset X$. Following ideas of Fukaya-Oh-Ohta-Ono, we construct a family of cyclic unital curved $A_\infty$ structures on $A^*(L),$ parameterized by the cohomology of $X$ relative to $L.$ The family of $A_\infty$ structures satisfies properties analogous to the axioms of Gromov-Witten theory. Our construction is canonical up to $A_\infty$ pseudo-isotopy. We assume moduli spaces and boundary evaluation maps are regular and thus we do not use the theory of the virtual fundamental class.",0
20069,2,"Competing order in the fermionic Hubbard model on the hexagonal graphene lattice We study the phase diagram of the fermionic Hubbard model on the hexagonal lattice in the space of on-site and nearest neighbor couplings with Hybrid-Monte-Carlo simulations. With pure on-site repulsion this allows to determine the critical coupling strength for spin-density wave formation with the standard approach of introducing a small mass term, explicitly breaking the sublattice symmetry. The analogous mass term for charge-density wave formation above a critical nearest-neighbor repulsion, on the other hand, would introduce a fermion sign problem. The competition between the two and the phase diagram in the space of the two coouplings can however be studied in simulations without explicit sublattice symmetry breaking. Our results compare qualitatively well with the Hartree-Fock phase diagram. We furthermore demonstrate how spin-symmetry breaking by the Euclidean time discretization can be avoided also, when using an improved fermion action based on an exponetial transfer matrix with exact sublattice symmetry.",0
20818,2,"On the block structure of the quantum R-matrix in the three-strand braids Quantum $\mathcal{R}$-matrices are the building blocks for the colored HOMFLY polynomials. In the case of three-strand braids with an identical finite-dimensional irreducible representation $T$ of $SU_q(N)$ associated with each strand one needs two matrices: $\mathcal{R}_1$ and $\mathcal{R}_2$. They are related by the Racah matrices $\mathcal{R}_2 = \mathcal{U} \mathcal{R}_1 \mathcal{U}^{\dagger}$. Since we can always choose the basis so that $\mathcal{R}_1$ is diagonal, the problem is reduced to evaluation of $\mathcal{R}_2$-matrices. This paper is one more step on the road to simplification of such calculations. We found out and proved for some cases that $\mathcal{R}_2$-matrices could be transformed into a block-diagonal ones. The essential condition is that there is a pair of accidentally coinciding eigenvalues among eigenvalues of $\mathcal{R}_1$-matrix. The angle of the rotation in the sectors corresponding to accidentally coinciding eigenvalues from the basis defined by the Racah matrix to the basis in which $\mathcal{R}_2$ is block-diagonal is $\pm \frac{\pi}{4}$.",0
22214,2,"Local structures on stratified spaces We develop a theory of conically smooth stratified spaces and their smooth moduli, including a notion of classifying maps for tangential structures. We characterize continuous space-valued sheaves on these conically smooth stratified spaces in terms of tangential data, and we similarly characterize 1-excisive invariants of stratified spaces. These results are based on the existence of open handlebody decompositions for conically smooth stratified spaces, an inverse function theorem, a tubular neighborhood theorem, an isotopy extension theorem, and functorial resolutions of singularities to smooth manifolds with corners.",0
22748,2,"Quantum Mechanical versus Stochastic Processes in Path Integration By using path integrals, the stochastic process associated to the time evolution of the quantum probability density is formally rewritten in terms of a stochastic differential equation, given by Newton's equation of motion with an additional multiplicative stochastic force. However, the term playing the role of the stochastic force is defined by a non-positive-definite probability functional, providing a clear example of the negative (or ""extended"") probabilities characteristic of quantum mechanics.",0
22762,2,"Matrix factorizations over elementary divisor domains We study the homotopy category $\mathrm{hmf}(R,W)$ of matrix factorizations of non-zero elements $W\in R^\times$, where $R$ is an elementary divisor domain. When $R$ has prime elements and $W$ factors into a square-free element $W_0$ and a finite product of primes of multiplicity greater than one and which do not divide $W_0$, we show that $\mathrm{hmf}(R,W)$ is triangle-equivalent with an orthogonal sum of the triangulated categories of singularities $\mathrm{D}_{\mathrm sing}(A_n(p))$ of the local Artinian rings $A_n(p)=R/\langle p^n\rangle$, where $p$ runs over the prime divisors of $W$ of order $n\geq 2$. This result holds even when $R$ is not Noetherian. The triangulated categories $\mathrm{D}_{\mathrm sing}(A_n(p))$ are Krull-Schmidt and we describe them explicitly. We also study the cocycle category $\mathrm{zmf}(R,W)$, showing that it is additively generated by elementary matrix factorizations. Finally, we discuss a few classes of examples.",0
23021,2,"A Mini-Introduction To Information Theory This article consists of a very short introduction to classical and quantum information theory. Basic properties of the classical Shannon entropy and the quantum von Neumann entropy are described, along with related concepts such as classical and quantum relative entropy, conditional entropy, and mutual information. A few more detailed topics are considered in the quantum case.",0
23719,2,"Morita equivalence and the generalized K\""ahler potential We solve the problem of determining the fundamental degrees of freedom underlying a generalized K\""ahler structure of symplectic type. For a usual K\""ahler structure, it is well-known that the geometry is determined by a complex structure, a K\""ahler class, and the choice of a positive $(1,1)$-form in this class, which depends locally on only a single real-valued function: the K\""ahler potential. Such a description for generalized K\""ahler geometry has been sought since it was discovered in 1984. We show that a generalized K\""ahler structure of symplectic type is determined by a pair of holomorphic Poisson manifolds, a holomorphic symplectic Morita equivalence between them, and the choice of a positive Lagrangian brane bisection, which depends locally on only a single real-valued function, which we call the generalized K\""ahler potential. Our solution draws upon, and specializes to, the many results in the physics literature which solve the problem under the assumption (which we do not make) that the Poisson structures involved have constant rank. To solve the problem we make use of, and generalize, two main tools: the first is the notion of symplectic Morita equivalence, developed by Weinstein and Xu to study Poisson manifolds; the second is Donaldson's interpretation of a K\""ahler metric as a real Lagrangian submanifold in a deformation of the holomorphic cotangent bundle.",0
23831,2,"Complex Lipschitz structures and bundles of complex Clifford modules Let $(M,g)$ be a pseudo-Riemannian manifold of signature $(p,q)$. We construct mutually quasi-inverse equivalences between the groupoid of bundles of weakly-faithful complex Clifford modules on $(M,g)$ and the groupoid of reduced complex Lipschitz structures on $(M,g)$. As an application, we show that $(M,g)$ admits a bundle of irreducible complex Clifford modules if and only if it admits either a $Spin^{c}(p,q)$ structure (when $p+q$ is odd) or a $Pin^{c}(p,q)$ structure (when $p+q$ is even). When $p-q\equiv_8 3,4,6, 7$, we compare with the classification of bundles of irreducible real Clifford modules which we obtained in previous work. The results obtained in this note form a counterpart of the classification of bundles of faithful complex Clifford modules which was previously given by T. Friedrich and A. Trautman.",0
